39 :: 15, -4, 16, -28, 6, 2, 1, -3, 0, -3, -6, 1, 3, 4, -1, 0, 0, -4, -3, 0, 9, 1, 0, -4, -4, 4, 2, 0, -1, 6, 
35 :: 6, -3, 29, -30, 3, 1, 1, -1, 0, -1, -3, 1, 2, 1, 0, 0, 0, -2, -2, 0, 7, 0, 0, -2, -1, 1, 1, 0, -1, 3, 
34 :: 3, -3, 30, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
34 :: 9, -3, 22, -29, 4, 1, 1, -2, 0, -1, -4, 1, 2, 2, 0, 0, 0, -3, -2, 0, 7, 0, 0, -3, -1, 2, 1, 0, -1, 4, 
31 :: 20, -5, 11, -28, 9, 2, 1, -3, -1, -3, -7, 1, 3, 5, -1, 0, 1, -4, -3, 0, 12, 1, -1, -4, -4, 4, 3, 0, -1, 6, 
31 :: 18, -5, 12, -28, 8, 2, 1, -3, -1, -3, -7, 1, 3, 5, -1, 0, 1, -4, -3, 0, 11, 1, 0, -4, -4, 4, 2, 0, -1, 6, 
29 :: 4, -3, 30, -30, 2, 1, 0, 0, 0, -1, -2, 1, 1, 1, 0, 0, 0, 0, -1, 0, 4, 0, 0, -1, 0, 0, 0, 0, 0, 2, 
28 :: 12, -4, 17, -29, 7, 2, 1, -2, 0, -2, -5, 1, 2, 2, 0, 0, 1, -3, -3, 0, 9, 1, 0, -3, -3, 3, 3, 0, -1, 4, 
22 :: 11, -4, 28, -29, 1, 1, 1, -1, 0, -1, -2, 0, 1, 1, 0, 0, 0, -2, -2, 0, 3, 0, 0, -2, 0, 1, 1, 0, 0, 1, 
17 :: 16, -4, 17, -29, 5, 1, 1, -2, -1, -1, -3, 1, 2, 4, -1, 0, 1, -3, -3, 0, 4, 1, 0, -2, -3, 3, 3, 0, 0, 4, 
6 :: -23, -46, 24, -18, 12, -17, 30, -18, -41, 31, -43, -32, 20, -19, 17, -44, -13, 9, 47, 38, 2, -14, -8, -34, 18, 39, 47, 24, 24, 0, 
4 :: -18, -48, 28, -44, 7, 14, -27, 2, -3, -8, 5, 2, 5, -37, 39, -20, -5, 25, -47, 29, 35, -47, -45, 24, -13, -16, -32, -48, -23, 21, 
2 :: 21, -6, 7, -23, 22, -41, -25, -5, -13, -11, 8, -31, 15, 39, -17, 47, 30, -18, -18, 14, 6, -18, -31, 5, -7, 19, -21, 41, 18, 49, 
