36 :: 11, -3, 22, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -4, 3, 2, 0, -1, 5, 
35 :: 10, -3, 24, -29, 4, 1, 0, -1, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
33 :: 10, -3, 24, -29, 4, 1, 0, -1, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
31 :: 11, -3, 22, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -4, 3, 2, 0, -1, 5, 
31 :: 11, -3, 23, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -4, 3, 2, 0, -1, 5, 
31 :: 10, -3, 23, -29, 4, 1, 0, -1, 0, -2, -5, 1, 2, 3, -1, 0, 0, -3, -2, 0, 5, 0, 0, -3, -3, 3, 2, 0, -1, 5, 
31 :: 11, -3, 23, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 6, 0, 0, -3, -3, 3, 2, 0, -1, 5, 
27 :: 10, -3, 24, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
24 :: 10, -3, 23, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -4, 3, 2, 0, -1, 5, 
21 :: 11, -3, 23, -29, 4, 1, 0, -1, 0, -2, -5, 1, 2, 3, -1, 0, 0, -3, -2, 0, 6, 0, 0, -3, -3, 3, 2, 0, -1, 5, 
8 :: -22, -16, 7, -15, 43, -4, -14, -47, 49, 15, 3, 37, -15, -28, -5, 32, 7, -22, 37, -6, -2, -25, 46, -39, -31, -23, 28, 19, 26, -42, 
4 :: -41, -24, -33, -24, -16, 15, -49, -23, -23, -17, -21, -37, 17, 7, -44, 33, 15, 8, 39, 32, 0, -48, 22, 8, 26, 20, 46, -4, 30, -26, 
0 :: -46, -2, 32, 15, -4, -29, -49, 49, 29, -9, 44, -20, -40, 6, 12, -39, 12, -35, 1, -19, -11, -14, 34, 42, 38, -2, -8, -41, -47, -27, 
