48 :: 3, -3, 30, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44 :: 47, -16, -15, 41, 48, 23, 43, -40, -3, -40, -46, 18, 28, 33, -37, 2, 24, -32, -47, 0, 41, 8, -9, -48, -48, 38, 19, -24, -2, 28, 
36 :: -25, 34, 3, 42, 8, -44, 48, -29, 14, -11, 13, -45, -24, -5, -32, 0, -2, 25, 38, -7, -1, 5, 20, 4, -10, -26, 18, -26, 13, 48, 
35 :: -40, 30, 49, -27, -40, -30, 34, 13, 14, -40, 32, -48, 38, 25, -11, 3, -50, 16, -31, -7, -5, 13, -30, 22, 37, 36, -36, 33, 35, -48, 
30 :: 33, -41, 48, -49, 19, 42, -4, -38, -34, -15, -15, 14, -2, 30, 34, 46, -42, 24, -35, 6, -15, 41, -40, -19, -6, 5, -38, -17, 42, 29, 
30 :: -26, -8, 13, 35, 29, -14, 26, 32, 25, -48, -43, 1, -45, 17, 3, -48, -29, 48, 25, -42, -46, -10, 0, 0, -33, 20, -14, -17, -3, -2, 
21 :: -34, 38, 47, 38, 9, 47, 48, -9, 26, 27, 39, -27, 5, -5, 49, -7, 27, -16, 33, -31, 7, -46, -38, 14, -13, -2, 27, 49, 43, 8, 
20 :: 8, 37, 1, -23, 41, -34, 15, 4, 45, 47, -35, 44, 4, 22, -9, -4, 24, -37, -12, -40, -16, -31, -50, -35, -24, -12, 14, 6, 44, -17, 
14 :: 16, 34, 37, -24, 6, 28, 6, 12, -34, -11, -41, -3, -2, -38, 38, 2, -47, 5, -44, 9, 8, -29, 30, 45, -36, -17, -26, -48, -36, 39, 
14 :: 27, 0, 1, -48, 4, -12, -30, 31, 8, -22, 8, 33, 18, 21, -46, 31, 21, -24, -18, -45, -7, -18, -11, 33, -33, 30, 21, 42, 1, -7, 
8 :: 15, 2, -7, 11, 0, 15, -27, 47, 23, -18, -26, 7, 12, -8, -39, 17, -19, 44, 10, -3, -25, -25, 21, -48, -8, 15, -8, 27, -36, -36, 
6 :: 44, 21, -5, -6, -2, -1, -32, 18, -10, 25, -39, 42, 40, 19, -14, 28, -4, 29, 16, 10, 5, -46, 46, -12, 11, -26, -43, 11, -17, -35, 
6 :: -39, -44, 12, -40, 9, 8, -26, 33, -5, 2, -38, -41, -42, 43, -27, 9, -27, -32, 40, 30, 49, -43, -24, 26, -34, -2, 35, -45, 47, -25, 
