44 :: 20, -5, 11, -28, 9, 2, 1, -3, -1, -3, -7, 1, 3, 5, -1, 0, 1, -4, -3, 0, 12, 1, -1, -4, -4, 4, 3, 0, -1, 6, 
42 :: 3, -3, 30, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35 :: 1, 6, 6, 25, -4, 12, 42, -21, 4, -40, -27, 5, 33, 32, -35, 3, -21, -12, -44, -2, 37, 9, -20, -23, -19, 37, 14, 7, 5, -3, 
35 :: 30, -7, 0, -17, 24, 6, 17, -9, -2, -22, -10, 2, 18, 11, -11, 1, 2, -17, -7, 0, 20, 2, -4, -30, -11, 11, 6, -6, -1, 17, 
33 :: 24, -6, 17, -19, 19, 6, 18, -9, -1, -21, -10, 1, 16, 10, -12, 1, 1, -13, -10, -1, 19, 3, -5, -16, -10, 12, 6, 0, 0, 7, 
27 :: 28, -7, 4, -18, 23, 6, 18, -9, -1, -22, -10, 2, 17, 11, -11, 1, 2, -14, -8, -1, 20, 2, -5, -23, -11, 11, 6, -4, -1, 11, 
21 :: 17, 1, 6, 8, 11, 11, 25, -17, 1, -34, -25, 4, 32, 19, -26, 2, -7, -13, -36, -1, 30, 5, -19, -26, -15, 23, 13, 1, 3, 7, 
19 :: 8, 2, 12, 8, 8, 11, 34, -16, 1, -37, -20, 3, 28, 29, -30, 3, -13, -12, -24, -1, 30, 7, -15, -22, -18, 32, 12, 6, 3, -1, 
18 :: 6, -3, 27, -23, 10, 1, 2, -5, 0, -8, -4, 0, 8, 7, -7, 1, 0, -2, -6, -1, 2, 1, 0, -1, -2, 2, 1, 0, 0, 3, 
14 :: -19, -42, -8, 38, -20, -17, 1, -16, 10, -8, -31, 37, 11, -9, 44, -30, -1, 41, 42, -43, -42, 38, -48, 4, 4, 12, 37, -49, 14, 43, 
14 :: -47, -43, 26, 45, 11, -15, 14, -47, 25, 12, -4, -7, 5, -14, -6, -16, 6, 40, 17, -10, 18, -8, -28, 16, 41, -42, 30, -15, 16, 36, 
10 :: 2, 0, 15, -4, -2, 4, 3, -7, 1, -12, -5, 2, 19, 16, -8, 1, -10, -6, -3, 0, 3, 5, -11, -10, -4, 2, 3, 4, 2, -1, 
0 :: 28, -12, 48, -7, -39, 39, 22, -37, -35, -8, 22, 18, 32, 34, -18, -5, 26, 45, -7, -24, 10, -5, -42, -3, -43, 5, -18, 6, -19, 2, 
