45 :: 3, -3, 30, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
44 :: 20, -5, 11, -28, 9, 2, 1, -3, -1, -3, -7, 1, 3, 5, -1, 0, 1, -4, -3, 0, 12, 1, -1, -4, -4, 4, 3, 0, -1, 6, 
35 :: 1, 6, 6, 25, -4, 12, 42, -21, 4, -40, -27, 5, 33, 32, -35, 3, -21, -12, -44, -2, 37, 9, -20, -23, -19, 37, 14, 7, 5, -3, 
35 :: 30, -7, 0, -17, 24, 6, 17, -9, -2, -22, -10, 2, 18, 11, -11, 1, 2, -17, -7, 0, 20, 2, -4, -30, -11, 11, 6, -6, -1, 17, 
33 :: 3, -2, 4, 5, 12, 11, 35, -16, 0, -30, -23, 3, 27, 20, -28, 2, -16, -15, -26, -1, 28, 8, -16, -24, -17, 22, 11, 6, 3, 3, 
31 :: 14, -4, 18, -28, 7, 1, 0, -3, -1, -2, -5, 0, 1, 3, 0, 0, 1, -2, -2, 0, 4, 1, -1, -2, -1, 2, 3, 0, 0, 2, 
27 :: 11, -2, 11, -24, 2, 4, 13, -5, 0, -12, -13, 2, 13, 15, -5, 2, -9, -9, -25, -1, 28, 2, -4, -5, -13, 12, 10, 1, 3, 1, 
22 :: 25, -5, 6, -27, 16, 4, 10, -5, -1, -6, -8, 1, 8, 6, -3, 0, 1, -7, -5, 0, 17, 1, -2, -20, -6, 6, 5, -3, -1, 7, 
14 :: 14, -4, 20, -28, 12, 1, 10, -2, -1, -4, -5, 1, 1, 2, -5, 0, 1, -5, -3, 0, 1, 0, -1, -7, -5, 1, 3, -1, 0, 7, 
9 :: 20, 7, -34, 2, 24, -22, 30, -28, 30, 39, 30, -31, -7, -45, 28, -21, 36, -24, 11, -3, -42, -22, -20, -13, 26, 41, 38, 13, 2, 11, 
8 :: 3, 1, 28, 5, -1, 2, 24, -4, 0, -4, -4, 3, 5, 18, -23, 1, -12, -4, -4, -1, 5, 4, -12, -15, -5, 15, 4, 2, 2, -1, 
8 :: 24, -4, 49, -9, 41, -24, 17, 44, 44, -28, 24, 8, -47, -16, -35, -20, 12, -25, 39, -5, 23, 5, 29, 44, -22, 6, -28, 5, -11, 28, 
1 :: -46, 33, -29, 6, 47, -7, -46, -39, -4, -2, -9, 32, -4, -43, -2, 30, 17, -43, -49, -12, 6, -28, -21, 31, 26, 25, 32, -12, 17, -38, 
