45 :: 3, -3, 30, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38 :: 1, 6, 6, 25, -4, 12, 42, -21, 4, -40, -27, 5, 33, 32, -35, 3, -21, -12, -44, -2, 37, 9, -20, -23, -19, 37, 14, 7, 5, -3, 
36 :: 30, -7, 0, -17, 24, 6, 17, -9, -2, -22, -10, 2, 18, 11, -11, 1, 2, -17, -7, 0, 20, 2, -4, -30, -11, 11, 6, -6, -1, 17, 
36 :: 24, -6, 17, -19, 19, 6, 18, -9, -1, -21, -10, 1, 16, 10, -12, 1, 1, -13, -10, -1, 19, 3, -5, -16, -10, 12, 6, 0, 0, 7, 
29 :: 3, -3, 29, -30, 0, 1, 7, -5, 0, -4, -5, 0, 1, 5, -5, 1, 0, -1, -7, 0, 11, 2, -2, -4, -1, 8, 1, 1, 1, 0, 
29 :: 9, -1, 4, -3, 8, 9, 30, -19, 3, -31, -20, 4, 24, 19, -31, 2, -10, -15, -34, -1, 33, 8, -13, -26, -17, 21, 9, 4, 2, -1, 
26 :: 3, -2, 27, -24, -2, 4, 21, -8, 1, -13, -9, 0, 8, 8, -17, 2, -1, -5, -14, -1, 17, 4, -6, -8, -5, 21, 6, 3, 3, -1, 
23 :: 1, 4, 10, 4, -4, 9, 37, -18, 3, -24, -23, 3, 17, 18, -25, 3, -19, -9, -30, -1, 31, 7, -15, -21, -13, 34, 11, 7, 5, -3, 
21 :: 6, -4, 27, -27, 12, 4, 10, -5, -1, -3, -3, 0, 1, 4, -6, 1, 0, -7, -2, 0, 8, 0, -2, -8, -1, 7, 3, -3, 0, 3, 
17 :: 2, -1, 28, -23, -2, 6, 13, -10, 2, -25, -3, 0, 19, 10, -15, 0, -11, -6, -2, 0, 2, 2, -8, -11, -3, 8, 7, 3, 2, -1, 
8 :: 0, -3, -39, -34, 10, 49, 25, 19, -35, 1, 37, -19, -3, -47, -8, -27, -36, -14, 49, -46, 3, -47, -34, 41, -9, 11, 32, -12, 20, 15, 
2 :: -38, 15, 27, 17, 35, -30, -32, 15, -18, -23, -8, 41, -23, -2, 8, -9, 48, 22, -18, -3, 43, -25, -11, -7, 48, 48, -7, -36, -35, 0, 
2 :: 33, -12, 29, -24, -3, 3, -12, 8, -16, 14, -45, -33, 5, -31, 26, 15, -45, 19, -25, 46, -38, 3, -44, 21, 44, -8, -41, 0, -48, -18, 
